Artist Name,Track Name,Popularity,Genres,Playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,uri,track_href,analysis_url,duration_ms,time_signature,23
Otherkin,Treat Me So Bad,32,"['irish indie rock', 'modern alternative rock']",Noisy,0.413,0.862,8,-4.118,1,0.0362,7.5e-06,0.145,0.0932,0.547,91.017,0TNeLHltvZUDZq9LSLyPWm,spotify:track:0TNeLHltvZUDZq9LSLyPWm,https://api.spotify.com/v1/tracks/0TNeLHltvZUDZq9LSLyPWm,https://api.spotify.com/v1/audio-analysis/0TNeLHltvZUDZq9LSLyPWm,187827,4,1
Shire T,Blue Kiss,43,[],Altar,0.633,0.969,7,-6.112,1,0.0581,0.0113,0.654,0.123,0.603,138.946,0HmgAjiINlhxbXel7F2onQ,spotify:track:0HmgAjiINlhxbXel7F2onQ,https://api.spotify.com/v1/tracks/0HmgAjiINlhxbXel7F2onQ,https://api.spotify.com/v1/audio-analysis/0HmgAjiINlhxbXel7F2onQ,255760,4,1
Dot,life support,32,['electra'],Altar,0.754,0.401,0,-11.248,1,0.0595,0.00507,0.409,0.392,0.0707,127.989,6OmqTJxahPxmGdi1sCVj7M,spotify:track:6OmqTJxahPxmGdi1sCVj7M,https://api.spotify.com/v1/tracks/6OmqTJxahPxmGdi1sCVj7M,https://api.spotify.com/v1/audio-analysis/6OmqTJxahPxmGdi1sCVj7M,188976,4,1
Pillow Queens,Liffey,45,"['dublin indie', 'irish indie rock']",pulp,0.319,0.771,4,-5.824,1,0.0456,0.000142,0.00324,0.0996,0.187,97.959,6JWsaKAJaqznc19DLk5d00,spotify:track:6JWsaKAJaqznc19DLk5d00,https://api.spotify.com/v1/tracks/6JWsaKAJaqznc19DLk5d00,https://api.spotify.com/v1/audio-analysis/6JWsaKAJaqznc19DLk5d00,259218,4,1
Blonder,In and Out,35,[],New Alt-Rock Mixtape,0.58,0.674,4,-6.66,0,0.0327,0.0013,0.562,0.142,0.49,126.976,0y2DtDwPh9Y2lvvKHGMUof,spotify:track:0y2DtDwPh9Y2lvvKHGMUof,https://api.spotify.com/v1/tracks/0y2DtDwPh9Y2lvvKHGMUof,https://api.spotify.com/v1/audio-analysis/0y2DtDwPh9Y2lvvKHGMUof,199741,4,1
Foxing,Go Down Together,52,"['alternative emo', 'anthem emo', 'emo', 'stl indie']",Alternative Beats,0.736,0.454,8,-9.339,1,0.0266,0.0746,0.121,0.339,0.396,113.994,4tkpi79JqjPCMGmBOtEJI9,spotify:track:4tkpi79JqjPCMGmBOtEJI9,https://api.spotify.com/v1/tracks/4tkpi79JqjPCMGmBOtEJI9,https://api.spotify.com/v1/audio-analysis/4tkpi79JqjPCMGmBOtEJI9,195707,4,1
Crumb,BNR,55,"['indie garage rock', 'neo-psychedelic']",Outliers,0.642,0.604,9,-8.412,1,0.0292,0.281,0.55,0.115,0.389,101.539,54uXC93r53jOJFuhMueold,spotify:track:54uXC93r53jOJFuhMueold,https://api.spotify.com/v1/tracks/54uXC93r53jOJFuhMueold,https://api.spotify.com/v1/audio-analysis/54uXC93r53jOJFuhMueold,181360,4,1
Seba Kaapstad,Our People (feat. Quelle Chris),41,"['indie jazz', 'indie r&b', 'south african modern jazz', 'swazi pop']",Butter,0.611,0.666,1,-7.975,0,0.225,0.597,0.0,0.409,0.533,86.991,1GFks7Cof1bT5TgXxVd3DF,spotify:track:1GFks7Cof1bT5TgXxVd3DF,https://api.spotify.com/v1/tracks/1GFks7Cof1bT5TgXxVd3DF,https://api.spotify.com/v1/audio-analysis/1GFks7Cof1bT5TgXxVd3DF,191022,4,1
Sirens Of Lesbos,Like Some Dream,42,['tropical house'],Butter,0.62,0.56,3,-12.34,0,0.0831,0.461,0.0767,0.0637,0.337,82.775,0ATT8gRJUtLO1Dj59A3dGg,spotify:track:0ATT8gRJUtLO1Dj59A3dGg,https://api.spotify.com/v1/tracks/0ATT8gRJUtLO1Dj59A3dGg,https://api.spotify.com/v1/audio-analysis/0ATT8gRJUtLO1Dj59A3dGg,314685,4,1
Jagwar Twin,Down to You,48,[],The New Alt,0.755,0.699,11,-5.929,1,0.065,0.00864,0.000139,0.0803,0.611,99.937,3xWnqAosGTi97qQnwLt9d9,spotify:track:3xWnqAosGTi97qQnwLt9d9,https://api.spotify.com/v1/tracks/3xWnqAosGTi97qQnwLt9d9,https://api.spotify.com/v1/audio-analysis/3xWnqAosGTi97qQnwLt9d9,232074,4,1
Jamestown Revival,Crazy World (Judgement Day),51,"['austin americana', 'deep new americana', 'folk-pop', 'new americana', 'roots rock', 'stomp and holler']",Modern Eclectic,0.632,0.562,7,-7.794,1,0.0248,0.44,0.000911,0.153,0.297,97.991,0ZLvbkO8VwaNhV9aS1yi6T,spotify:track:0ZLvbkO8VwaNhV9aS1yi6T,https://api.spotify.com/v1/tracks/0ZLvbkO8VwaNhV9aS1yi6T,https://api.spotify.com/v1/audio-analysis/0ZLvbkO8VwaNhV9aS1yi6T,280813,4,1
Haviah Mighty,Way Too Fast (feat. Jalen Santoy),40,"['canadian trap', 'toronto rap']",Outliers,0.636,0.611,9,-7.98,0,0.297,0.391,0.0,0.108,0.699,139.864,1RQ8D18Mx8Azf1GhQCVF2W,spotify:track:1RQ8D18Mx8Azf1GhQCVF2W,https://api.spotify.com/v1/tracks/1RQ8D18Mx8Azf1GhQCVF2W,https://api.spotify.com/v1/audio-analysis/1RQ8D18Mx8Azf1GhQCVF2W,176895,4,1
The White Stripes,Seven Nation Army,83,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",Garage Rock Revival,0.726,0.463,0,-7.828,1,0.0799,0.00817,0.447,0.255,0.321,123.881,3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,231733,4,1
Morgan Wade,Wilder Days,55,"['new americana', 'roots americana']",Indigo,0.502,0.662,9,-4.041,1,0.0293,0.00322,0.00274,0.119,0.4,110.917,0XxNamjHxu0ercIQmWNkRT,spotify:track:0XxNamjHxu0ercIQmWNkRT,https://api.spotify.com/v1/tracks/0XxNamjHxu0ercIQmWNkRT,https://api.spotify.com/v1/audio-analysis/0XxNamjHxu0ercIQmWNkRT,251293,4,1
Roxy Music,Love Is The Drug,61,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",Early Alternative,0.838,0.757,2,-5.399,1,0.0927,0.059,0.0119,0.0271,0.602,124.65,3wtMkvedoWMQ3XTKv7tqcZ,spotify:track:3wtMkvedoWMQ3XTKv7tqcZ,https://api.spotify.com/v1/tracks/3wtMkvedoWMQ3XTKv7tqcZ,https://api.spotify.com/v1/audio-analysis/3wtMkvedoWMQ3XTKv7tqcZ,251333,4,1
ISLAND,The Day I Die,43,['modern alternative rock'],New Alt-Rock Mixtape,0.643,0.542,6,-6.11,0,0.0291,0.0363,0.000183,0.0553,0.64,132.164,27BrerRuQ8H2nqXuiKtBah,spotify:track:27BrerRuQ8H2nqXuiKtBah,https://api.spotify.com/v1/tracks/27BrerRuQ8H2nqXuiKtBah,https://api.spotify.com/v1/audio-analysis/27BrerRuQ8H2nqXuiKtBah,202960,4,1
David Bowie,Sound and Vision - 1999 Remaster,32,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",Alternative 70s,0.657,0.732,2,-10.007,1,0.0399,0.00146,0.412,0.146,0.835,106.213,3HrKH82kGToFofU1nUnSlq,spotify:track:3HrKH82kGToFofU1nUnSlq,https://api.spotify.com/v1/tracks/3HrKH82kGToFofU1nUnSlq,https://api.spotify.com/v1/audio-analysis/3HrKH82kGToFofU1nUnSlq,184533,4,1
Ashley Monroe,Til It Breaks,48,"['contemporary country', 'country', 'country dawn', 'country pop', 'kentucky roots', 'modern country rock']",Grade A,0.712,0.354,1,-7.814,0,0.0309,0.386,1.14e-05,0.116,0.528,133.969,4sbqArnm1dCgLQiMF9vP9z,spotify:track:4sbqArnm1dCgLQiMF9vP9z,https://api.spotify.com/v1/tracks/4sbqArnm1dCgLQiMF9vP9z,https://api.spotify.com/v1/audio-analysis/4sbqArnm1dCgLQiMF9vP9z,201520,4,1
Big Ups,Fear,24,"['brooklyn indie', 'indie punk']",Noisy,0.464,0.41,4,-8.721,1,0.0435,0.0954,0.0902,0.284,0.232,126.682,3sNt0BLGueb8ZX80BB5pQx,spotify:track:3sNt0BLGueb8ZX80BB5pQx,https://api.spotify.com/v1/tracks/3sNt0BLGueb8ZX80BB5pQx,https://api.spotify.com/v1/audio-analysis/3sNt0BLGueb8ZX80BB5pQx,283850,3,1
Dayglow,Woah Man,0,"['austindie', 'indie pop', 'modern rock']",Grade A,0.497,0.675,2,-7.442,1,0.0332,0.0035,0.000367,0.219,0.338,79.965,0PGnwDPPMoJ1s49hQQXHFR,spotify:track:0PGnwDPPMoJ1s49hQQXHFR,https://api.spotify.com/v1/tracks/0PGnwDPPMoJ1s49hQQXHFR,https://api.spotify.com/v1/audio-analysis/0PGnwDPPMoJ1s49hQQXHFR,208587,4,1
Vampire Weekend,A-Punk,70,"['baroque pop', 'indie rock', 'modern rock']",Essential Alternative,0.551,0.819,2,-4.489,1,0.0525,0.0103,0.0437,0.153,0.846,174.917,2DrGEaqoruCSn0FffWCf5O,spotify:track:2DrGEaqoruCSn0FffWCf5O,https://api.spotify.com/v1/tracks/2DrGEaqoruCSn0FffWCf5O,https://api.spotify.com/v1/audio-analysis/2DrGEaqoruCSn0FffWCf5O,137760,4,1
Jill Andrews,Gimme the Beat Back,36,"['acoustic pop', 'folk-pop', 'new americana']",Modern Eclectic,0.709,0.692,2,-7.365,1,0.0362,0.126,0.000748,0.0695,0.645,94.013,056W9KxE1pktCEsiydW6ZX,spotify:track:056W9KxE1pktCEsiydW6ZX,https://api.spotify.com/v1/tracks/056W9KxE1pktCEsiydW6ZX,https://api.spotify.com/v1/audio-analysis/056W9KxE1pktCEsiydW6ZX,165133,4,1
St. Vincent,The Melting Of The Sun,61,"['art pop', 'electropop', 'etherpop', 'indie pop', 'indie rock', 'metropopolis']",Modern Psychedelia,0.52,0.463,10,-10.429,1,0.0958,0.609,0.0014,0.426,0.469,159.931,4unEJMppi4oB9yoYRnTnq7,spotify:track:4unEJMppi4oB9yoYRnTnq7,https://api.spotify.com/v1/tracks/4unEJMppi4oB9yoYRnTnq7,https://api.spotify.com/v1/audio-analysis/4unEJMppi4oB9yoYRnTnq7,257520,4,1
Beastie Boys,Sabotage,73,"['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock']",Alternative 90s,0.324,0.938,6,-7.332,0,0.102,0.032,0.0321,0.0961,0.543,168.131,0Puj4YlTm6xNzDDADXHMI9,spotify:track:0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/tracks/0Puj4YlTm6xNzDDADXHMI9,https://api.spotify.com/v1/audio-analysis/0Puj4YlTm6xNzDDADXHMI9,178440,4,1
Nubiyan Twist,Buckle Up,49,"['indie jazz', 'indie soul', 'uk contemporary jazz']",Butter,0.677,0.616,1,-6.577,0,0.0873,0.45,0.0011,0.107,0.562,96.968,6B1TQPyyswTiskhWurN1Rs,spotify:track:6B1TQPyyswTiskhWurN1Rs,https://api.spotify.com/v1/tracks/6B1TQPyyswTiskhWurN1Rs,https://api.spotify.com/v1/audio-analysis/6B1TQPyyswTiskhWurN1Rs,302733,4,1
Tempting Fate,Running in Circles,32,['metalcore'],New Alt-Rock Mixtape,0.53,0.873,2,-5.513,0,0.0613,0.00436,0.000472,0.161,0.272,162.053,2PBPBTrucPwv7Qn6I9a6Lp,spotify:track:2PBPBTrucPwv7Qn6I9a6Lp,https://api.spotify.com/v1/tracks/2PBPBTrucPwv7Qn6I9a6Lp,https://api.spotify.com/v1/audio-analysis/2PBPBTrucPwv7Qn6I9a6Lp,202963,4,1
Status Quo,Pictures of Matchstick Men - Mono Version,53,"['album rock', 'blues rock', 'british blues', 'classic rock', 'classic uk pop', 'glam rock', 'hard rock', 'rock']",Alternative 60s,0.241,0.604,7,-3.817,1,0.0313,0.0672,4.98e-05,0.0541,0.417,173.134,0MRs5O62wfDgf5cQKalrPq,spotify:track:0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/tracks/0MRs5O62wfDgf5cQKalrPq,https://api.spotify.com/v1/audio-analysis/0MRs5O62wfDgf5cQKalrPq,190600,4,1
Pulp,Common People,69,"['alternative rock', 'art rock', 'britpop', 'modern rock', 'new wave', 'permanent wave', 'pop rock', 'rock', 'sheffield indie']",Early Alternative,0.314,0.797,0,-9.026,1,0.038,0.0057,5.59e-05,0.0718,0.569,145.393,2fXKyAyPrEa24c6PJyqznF,spotify:track:2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/tracks/2fXKyAyPrEa24c6PJyqznF,https://api.spotify.com/v1/audio-analysis/2fXKyAyPrEa24c6PJyqznF,351627,4,1
Rad Horror,Narration of a Lost Millennial,27,['modern alternative rock'],pulp,0.584,0.754,11,-8.482,0,0.0404,0.0315,0.856,0.127,0.398,139.964,7iQfH9grc0jwbbPOuUZSSw,spotify:track:7iQfH9grc0jwbbPOuUZSSw,https://api.spotify.com/v1/tracks/7iQfH9grc0jwbbPOuUZSSw,https://api.spotify.com/v1/audio-analysis/7iQfH9grc0jwbbPOuUZSSw,185143,4,1
The Beths,Jump Rope Gazers,39,"['auckland indie', 'bubblegrunge', 'indie pop', 'indie punk', 'indie rock', 'kiwi rock', 'modern power pop', 'nz indie']",badass,0.56,0.412,5,-11.908,1,0.0255,0.00795,1.43e-06,0.107,0.44,99.979,2w2WcIt1pfpoDcFLf46lHN,spotify:track:2w2WcIt1pfpoDcFLf46lHN,https://api.spotify.com/v1/tracks/2w2WcIt1pfpoDcFLf46lHN,https://api.spotify.com/v1/audio-analysis/2w2WcIt1pfpoDcFLf46lHN,312182,4,1
wordsbyjuni,cause it's dark outside,33,['modern alternative pop'],Outliers,0.629,0.459,10,-8.22,0,0.107,0.616,0.0217,0.106,0.427,80.988,43W7kvkVC38g6MW1X82SDa,spotify:track:43W7kvkVC38g6MW1X82SDa,https://api.spotify.com/v1/tracks/43W7kvkVC38g6MW1X82SDa,https://api.spotify.com/v1/audio-analysis/43W7kvkVC38g6MW1X82SDa,244444,4,1
Jacco Gardner,Find Yourself,35,"['baroque pop', 'dutch indie rock', 'neo-psychedelic', 'psychedelic pop']",Modern Psychedelia,0.579,0.74,10,-5.926,0,0.0277,0.0164,0.653,0.0996,0.752,150.02,2NZKK75LCA5cKMHcG8VRnu,spotify:track:2NZKK75LCA5cKMHcG8VRnu,https://api.spotify.com/v1/tracks/2NZKK75LCA5cKMHcG8VRnu,https://api.spotify.com/v1/audio-analysis/2NZKK75LCA5cKMHcG8VRnu,214176,4,1
John Paul White,The Long Way Home,43,"['alabama indie', 'indie folk', 'new americana']",Modern Eclectic,0.326,0.661,8,-4.886,0,0.0314,0.0145,0.0,0.0749,0.615,171.555,6PtxcgF9ySBQnOKaihGzFz,spotify:track:6PtxcgF9ySBQnOKaihGzFz,https://api.spotify.com/v1/tracks/6PtxcgF9ySBQnOKaihGzFz,https://api.spotify.com/v1/audio-analysis/6PtxcgF9ySBQnOKaihGzFz,205948,4,1
frown line,September,40,[],undercurrents,0.554,0.702,7,-5.704,1,0.0344,0.0934,0.0917,0.334,0.741,216.091,6PFnjv46kOBFeS7LxECpmW,spotify:track:6PFnjv46kOBFeS7LxECpmW,https://api.spotify.com/v1/tracks/6PFnjv46kOBFeS7LxECpmW,https://api.spotify.com/v1/audio-analysis/6PFnjv46kOBFeS7LxECpmW,178750,4,1
The Walkmen,The Rat,57,"['alternative rock', 'dance-punk', 'freak folk', 'indie pop', 'indie rock', 'modern rock', 'stomp and holler']",Essential Alternative,0.167,0.921,6,-4.881,0,0.061,0.000141,0.0716,0.239,0.315,168.225,2YIOkqKgg3jZEFoL5qcEPT,spotify:track:2YIOkqKgg3jZEFoL5qcEPT,https://api.spotify.com/v1/tracks/2YIOkqKgg3jZEFoL5qcEPT,https://api.spotify.com/v1/audio-analysis/2YIOkqKgg3jZEFoL5qcEPT,262227,4,1
Wimps,Garbage People,33,"['indie punk', 'seattle indie']",Noisy,0.265,0.801,5,-4.116,0,0.0315,3.42e-06,0.116,0.178,0.842,183.165,4BxWECiK4Ux7Phc9Rf0bnV,spotify:track:4BxWECiK4Ux7Phc9Rf0bnV,https://api.spotify.com/v1/tracks/4BxWECiK4Ux7Phc9Rf0bnV,https://api.spotify.com/v1/audio-analysis/4BxWECiK4Ux7Phc9Rf0bnV,137960,4,1
Borai,Make Me,43,['breaks'],Altar,0.581,0.933,10,-6.315,0,0.0426,0.000311,0.0958,0.0704,0.546,130.0,1yb2tiSn6VsiVa33pstp09,spotify:track:1yb2tiSn6VsiVa33pstp09,https://api.spotify.com/v1/tracks/1yb2tiSn6VsiVa33pstp09,https://api.spotify.com/v1/audio-analysis/1yb2tiSn6VsiVa33pstp09,298411,4,1
The Clash,Train in Vain (Stand by Me) - Remastered,65,"['classic rock', 'permanent wave', 'punk', 'rock']",Early Alternative,0.762,0.722,2,-8.712,1,0.0428,0.0922,0.000368,0.132,0.966,122.769,6ITuEsxEy2qPhqMowdDAeI,spotify:track:6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/tracks/6ITuEsxEy2qPhqMowdDAeI,https://api.spotify.com/v1/audio-analysis/6ITuEsxEy2qPhqMowdDAeI,194667,4,1
New Order,Blue Monday,70,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",Early Alternative,0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,6hHc7Pks7wtBIW8Z6A0iFq,spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/tracks/6hHc7Pks7wtBIW8Z6A0iFq,https://api.spotify.com/v1/audio-analysis/6hHc7Pks7wtBIW8Z6A0iFq,449160,4,1
The Maccabees,Marks To Prove It,44,"['alternative dance', 'british indie rock', 'dance-punk', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave']",Alternative 10s,0.18,0.916,7,-6.788,1,0.0923,0.000975,0.224,0.0945,0.186,85.614,5VR7bYgk4TaJ1ZyNScT1sm,spotify:track:5VR7bYgk4TaJ1ZyNScT1sm,https://api.spotify.com/v1/tracks/5VR7bYgk4TaJ1ZyNScT1sm,https://api.spotify.com/v1/audio-analysis/5VR7bYgk4TaJ1ZyNScT1sm,254547,4,1
Jungle,Busy Earnin',64,"['indie soul', 'uk contemporary r&b']",Alternative 10s,0.552,0.883,10,-5.61,0,0.0355,0.209,4.91e-06,0.0912,0.745,99.967,7f7CxGj0kzfwT1SjciL3ft,spotify:track:7f7CxGj0kzfwT1SjciL3ft,https://api.spotify.com/v1/tracks/7f7CxGj0kzfwT1SjciL3ft,https://api.spotify.com/v1/audio-analysis/7f7CxGj0kzfwT1SjciL3ft,181773,4,1
Liz Phair,Fuck and Run,47,"['alternative pop', 'alternative rock', 'anti-folk', 'candy pop', 'folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock']",Early Alternative,0.774,0.64,2,-7.949,1,0.0333,0.743,0.0316,0.088,0.947,136.226,2qpmugEb0DI8kZLszkBLBT,spotify:track:2qpmugEb0DI8kZLszkBLBT,https://api.spotify.com/v1/tracks/2qpmugEb0DI8kZLszkBLBT,https://api.spotify.com/v1/audio-analysis/2qpmugEb0DI8kZLszkBLBT,187933,4,1
Casper The Ghost,Again,54,[],Alternative Beats,0.572,0.73,5,-7.617,1,0.0358,0.00479,0.0,0.104,0.635,148.052,14gw6qQSrs9pEf8ADJuHo1,spotify:track:14gw6qQSrs9pEf8ADJuHo1,https://api.spotify.com/v1/tracks/14gw6qQSrs9pEf8ADJuHo1,https://api.spotify.com/v1/audio-analysis/14gw6qQSrs9pEf8ADJuHo1,158973,4,1
Pretenders,Brass in Pocket - 2006 Remaster,65,"['album rock', 'art rock', 'classic rock', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'pop rock', 'rock', 'soft rock']",Alternative 70s,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,2hvOsGJc6qll4WzW8Ljqc3,spotify:track:2hvOsGJc6qll4WzW8Ljqc3,https://api.spotify.com/v1/tracks/2hvOsGJc6qll4WzW8Ljqc3,https://api.spotify.com/v1/audio-analysis/2hvOsGJc6qll4WzW8Ljqc3,185960,4,1
Papooz,The Garden,46,"['french indie pop', 'french indietronica']",Modern Psychedelia,0.456,0.527,0,-9.697,1,0.0257,0.185,0.0513,0.109,0.126,146.061,3Pvio4yVZQHD2MTkoJaQaP,spotify:track:3Pvio4yVZQHD2MTkoJaQaP,https://api.spotify.com/v1/tracks/3Pvio4yVZQHD2MTkoJaQaP,https://api.spotify.com/v1/audio-analysis/3Pvio4yVZQHD2MTkoJaQaP,248085,4,1
Maren Morris,To Hell & Back,60,"['contemporary country', 'country', 'pop', 'texas country']",Indigo,0.463,0.71,0,-7.051,1,0.0859,0.148,0.000192,0.123,0.441,78.144,4Yy1VOdLAX7MuKQOcivV4O,spotify:track:4Yy1VOdLAX7MuKQOcivV4O,https://api.spotify.com/v1/tracks/4Yy1VOdLAX7MuKQOcivV4O,https://api.spotify.com/v1/audio-analysis/4Yy1VOdLAX7MuKQOcivV4O,195587,4,1
Oddisee,Still Strange (feat. Priya Ragu & Sainte Ezekiel),46,"['alternative hip hop', 'dmv rap', 'hip hop', 'sudanese pop']",Butter,0.551,0.573,1,-11.152,1,0.138,0.604,0.047,0.0909,0.607,66.268,2913TPvqgDIeFsQvG34SQu,spotify:track:2913TPvqgDIeFsQvG34SQu,https://api.spotify.com/v1/tracks/2913TPvqgDIeFsQvG34SQu,https://api.spotify.com/v1/audio-analysis/2913TPvqgDIeFsQvG34SQu,264576,4,1
Tor,Inkeri,42,[],Outliers,0.659,0.73,11,-10.74,0,0.0368,0.0889,0.857,0.355,0.0795,99.987,18Xjl0R0TfUwJYIKOu9pCg,spotify:track:18Xjl0R0TfUwJYIKOu9pCg,https://api.spotify.com/v1/tracks/18Xjl0R0TfUwJYIKOu9pCg,https://api.spotify.com/v1/audio-analysis/18Xjl0R0TfUwJYIKOu9pCg,202992,4,1
Boy Destroy,Favourite,41,[],The New Alt,0.6,0.732,7,-3.848,0,0.0297,0.00713,0.0,0.242,0.453,141.926,0Bcw5zbCeO0hLo72VsDZm6,spotify:track:0Bcw5zbCeO0hLo72VsDZm6,https://api.spotify.com/v1/tracks/0Bcw5zbCeO0hLo72VsDZm6,https://api.spotify.com/v1/audio-analysis/0Bcw5zbCeO0hLo72VsDZm6,188880,4,1
Beck,Up All Night,58,"['alternative rock', 'anti-folk', 'indie rock', 'modern rock', 'permanent wave', 'rock']",Alternative 10s,0.635,0.909,1,-4.796,0,0.0553,0.00384,0.0852,0.239,0.639,110.005,28AgTOIZke8nitD0NNeb3G,spotify:track:28AgTOIZke8nitD0NNeb3G,https://api.spotify.com/v1/tracks/28AgTOIZke8nitD0NNeb3G,https://api.spotify.com/v1/audio-analysis/28AgTOIZke8nitD0NNeb3G,190448,4,1
The Luka State,Bury Me,44,"['english indie rock', 'modern alternative rock', 'modern rock']",New Alt-Rock Mixtape,0.35,0.846,4,-8.265,0,0.0657,1.57e-05,0.000639,0.333,0.737,178.031,66GX0x1JUZYO85hm4RJveC,spotify:track:66GX0x1JUZYO85hm4RJveC,https://api.spotify.com/v1/tracks/66GX0x1JUZYO85hm4RJveC,https://api.spotify.com/v1/audio-analysis/66GX0x1JUZYO85hm4RJveC,182758,4,1
Melé,Groove La Afrika,40,"['future garage', 'uk house']",Altar,0.873,0.886,7,-4.53,1,0.357,0.0241,0.864,0.0347,0.274,127.061,18XaSQTiVylPUq0uSyWZAh,spotify:track:18XaSQTiVylPUq0uSyWZAh,https://api.spotify.com/v1/tracks/18XaSQTiVylPUq0uSyWZAh,https://api.spotify.com/v1/audio-analysis/18XaSQTiVylPUq0uSyWZAh,169134,4,1
Career Woman,Teacher's Pet,28,[],pulp,0.427,0.931,0,-4.202,1,0.0487,9.15e-06,0.024,0.169,0.383,150.102,3fu8KKSxAmNCHnhJceJMtB,spotify:track:3fu8KKSxAmNCHnhJceJMtB,https://api.spotify.com/v1/tracks/3fu8KKSxAmNCHnhJceJMtB,https://api.spotify.com/v1/audio-analysis/3fu8KKSxAmNCHnhJceJMtB,236650,4,1
beabadoobee,Last Day On Earth,63,"['bedroom pop', 'bubblegrunge', 'indie pop']",Grade A,0.444,0.932,6,-3.634,1,0.0359,0.00858,0.453,0.0511,0.896,99.999,4yc69QtlnLzjcYSMPOtrEo,spotify:track:4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/tracks/4yc69QtlnLzjcYSMPOtrEo,https://api.spotify.com/v1/audio-analysis/4yc69QtlnLzjcYSMPOtrEo,222357,4,1
King Gizzard & The Lizard Wizard,East West Link,50,"['australian indie', 'australian psych', 'double drumming', 'neo-psychedelic']",Modern Psychedelia,0.461,0.75,0,-8.688,0,0.0436,0.0243,0.451,0.116,0.798,166.019,3hFhPZ9ApoLLQ3bGCDlCDs,spotify:track:3hFhPZ9ApoLLQ3bGCDlCDs,https://api.spotify.com/v1/tracks/3hFhPZ9ApoLLQ3bGCDlCDs,https://api.spotify.com/v1/audio-analysis/3hFhPZ9ApoLLQ3bGCDlCDs,188786,4,1
James Heather,Beginnings,46,"['focus', 'neo-classical']",Not Quite Classical,0.363,0.0612,9,-22.761,0,0.0443,0.977,0.885,0.11,0.0393,118.495,6v4WvtbAbm88SeS4etJMTH,spotify:track:6v4WvtbAbm88SeS4etJMTH,https://api.spotify.com/v1/tracks/6v4WvtbAbm88SeS4etJMTH,https://api.spotify.com/v1/audio-analysis/6v4WvtbAbm88SeS4etJMTH,238018,4,1
Phoxjaw,Trophies in the Attic,28,"['bristol indie', 'modern alternative rock']",Noisy,0.277,0.848,10,-7.714,1,0.0789,0.00421,0.000219,0.0896,0.126,128.194,5DsDEipW5EPN9XR8uCZLam,spotify:track:5DsDEipW5EPN9XR8uCZLam,https://api.spotify.com/v1/tracks/5DsDEipW5EPN9XR8uCZLam,https://api.spotify.com/v1/audio-analysis/5DsDEipW5EPN9XR8uCZLam,208493,4,1
Goat,I Sing in Silence,32,"['neo-psychedelic', 'psychedelic doom', 'swedish psychedelic rock']",Modern Psychedelia,0.475,0.719,0,-7.684,1,0.0437,0.0562,1.92e-06,0.0669,0.869,88.136,2imgDNTpy6aXvhsCUwCBGh,spotify:track:2imgDNTpy6aXvhsCUwCBGh,https://api.spotify.com/v1/tracks/2imgDNTpy6aXvhsCUwCBGh,https://api.spotify.com/v1/audio-analysis/2imgDNTpy6aXvhsCUwCBGh,208550,3,1
The Specials,Ghost Town,61,"['punk', 'ska', 'ska revival']",Alternative 80s,0.665,0.766,10,-9.454,0,0.0505,0.0492,0.338,0.113,0.905,73.683,2vEUFrRByOKob8yqOd6LuA,spotify:track:2vEUFrRByOKob8yqOd6LuA,https://api.spotify.com/v1/tracks/2vEUFrRByOKob8yqOd6LuA,https://api.spotify.com/v1/audio-analysis/2vEUFrRByOKob8yqOd6LuA,219307,4,1
